zona,toponimia,latitud,longitud,tipo_actividad,fecha_inicio,fecha_fin,cantidad,unidad
Arafo,ORTICOSA (Camp.),28.38251660028622,-16.446995416088964,"Campamento, Aula, Centro",2024-01-20T11:00:00,2024-01-21T16:00:00,20,PERSONA
Arafo,ORTICOSA (Camp.),28.38251660028622,-16.446995416088964,"Campamento, Aula, Centro",2024-01-20T11:00:00,2024-01-21T16:00:00,2,VEHICULO
Arafo,ORTICOSA (Camp.),28.38251660028622,-16.446995416088964,"Campamento, Aula, Centro",2024-01-27T15:30:00,2024-01-28T16:00:00,1,OTROS
Arafo,ORTICOSA (Camp.),28.38251660028622,-16.446995416088964,"Campamento, Aula, Centro",2024-02-24T17:00:00,2024-02-25T12:00:00,2,VEHICULO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-01T13:45:00,2024-01-01T18:00:00,6,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-01T13:12:00,2024-01-01T18:00:00,9,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-06T13:49:00,2024-01-06T18:00:00,2,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-07T13:48:00,2024-01-07T18:00:00,2,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-13T13:38:00,2024-01-13T18:00:00,7,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-14T13:39:00,2024-01-14T18:00:00,13,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-20T13:45:00,2024-01-20T18:00:00,10,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-21T13:34:00,2024-01-21T18:00:00,25,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-27T13:56:00,2024-01-27T18:00:00,6,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-01-28T13:45:00,2024-01-28T18:00:00,19,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-02T14:00:00,2024-02-02T18:00:00,18,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-03T13:06:00,2024-02-03T18:00:00,20,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-04T13:39:00,2024-02-04T18:00:00,27,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-11T13:45:00,2024-02-11T18:00:00,8,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-13T13:35:00,2024-02-13T18:00:00,18,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-17T13:30:00,2024-02-17T18:00:00,4,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-18T13:59:00,2024-02-18T18:00:00,12,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-24T13:55:00,2024-02-24T18:00:00,7,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-02-25T18:05:00,2024-02-25T18:05:00,7,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-02T13:36:00,2024-03-02T18:00:00,5,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-03T13:47:00,2024-03-03T18:00:00,31,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-16T13:57:00,2024-03-16T18:00:00,14,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-17T13:14:00,2024-03-17T18:00:00,53,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-23T13:23:00,2024-03-23T18:00:00,11,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-24T13:20:00,2024-03-24T18:00:00,3,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-28T13:32:00,2024-03-28T18:00:00,7,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-29T14:20:00,2024-03-29T18:00:00,23,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-30T13:00:00,2024-03-30T18:00:00,10,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-30T18:05:00,2024-03-31T10:00:00,6,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-03-31T12:03:00,2024-03-31T18:00:00,18,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-06T13:40:00,2024-04-06T18:00:00,9,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-07T13:30:00,2024-04-07T18:00:00,17,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-20T13:30:00,2024-04-20T18:00:00,0,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-20T15:00:00,2024-04-20T18:00:00,3,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-21T13:30:00,2024-04-21T18:00:00,2,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-27T13:09:00,2024-04-27T18:00:00,5,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Area Recreativa,2024-04-28T13:00:00,2024-04-28T18:00:00,7,TURISMO
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-01-20T18:30:00,2024-01-21T10:00:00,3,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-01-21T18:00:00,2024-01-22T10:00:00,3,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-02-03T17:49:00,2024-02-04T10:00:00,2,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-02-13T18:24:00,2024-02-14T10:00:00,1,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-02-25T14:20:00,2024-02-26T10:00:00,1,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-02-25T18:05:00,2024-02-26T10:00:00,1,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-02T17:51:00,2024-03-03T10:00:00,1,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-02T17:51:00,2024-03-03T10:00:00,4,AUTOCARAVANA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-03T17:56:00,2024-03-04T10:00:00,1,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-16T18:06:00,2024-03-17T10:00:00,2,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-23T13:23:00,2024-03-24T10:00:00,0,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-23T18:00:00,2024-03-24T18:00:00,1,OTROS
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-24T18:18:00,2024-03-25T10:00:00,0,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-28T17:53:00,2024-03-29T10:00:00,16,TIENDA
Arico,CONTADOR EL ZR,28.20814114792954,-16.539369507459725,Zona Acampada,2024-03-29T17:59:00,2024-03-30T10:00:00,6,TIENDA
Buenavista del Norte,CARRIZALES LOS,28.31947463995024,-16.85635489939708,Area Recreativa,2024-02-21T13:23:00,2024-02-21T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-01T13:45:00,2024-01-01T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-02T13:46:00,2024-01-02T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-03T13:39:00,2024-01-03T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-04T13:34:00,2024-01-04T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-05T13:26:00,2024-01-05T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-06T13:49:00,2024-01-06T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-07T13:44:00,2024-01-07T18:00:00,9,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-08T13:30:00,2024-01-08T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-09T13:30:00,2024-01-09T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-10T13:35:00,2024-01-10T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-11T14:09:00,2024-01-11T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-12T13:39:00,2024-01-12T18:00:00,1,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-13T13:36:00,2024-01-13T18:00:00,15,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-14T13:39:00,2024-01-14T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-15T13:47:00,2024-01-15T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-15T17:47:00,2024-01-16T10:00:00,10,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-16T13:46:00,2024-01-16T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-17T13:27:00,2024-01-17T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-18T14:00:00,2024-01-18T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-19T13:38:00,2024-01-19T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-20T13:45:00,2024-01-20T18:00:00,15,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-21T13:34:00,2024-01-21T18:00:00,9,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-22T13:35:00,2024-01-22T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-23T13:13:00,2024-01-23T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-24T13:47:00,2024-01-24T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-25T14:01:00,2024-01-25T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-26T13:41:00,2024-01-26T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-27T13:56:00,2024-01-27T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-28T13:53:00,2024-01-28T18:00:00,13,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-29T13:48:00,2024-01-29T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-30T13:13:00,2024-01-30T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-01-31T14:01:00,2024-01-31T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-01T13:47:00,2024-02-01T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-02T14:00:00,2024-02-02T18:00:00,17,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-03T13:47:00,2024-02-03T18:00:00,17,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-04T13:36:00,2024-02-04T18:00:00,14,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-05T14:25:00,2024-02-05T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-06T13:42:00,2024-02-06T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-07T13:49:00,2024-02-07T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-08T14:24:00,2024-02-08T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-09T13:47:00,2024-02-09T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-11T13:45:00,2024-02-11T18:00:00,19,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-12T13:18:00,2024-02-12T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-13T13:35:00,2024-02-13T18:00:00,13,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-14T14:11:00,2024-02-14T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-15T13:44:00,2024-02-15T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-15T19:11:00,2024-02-16T10:00:00,7,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-16T13:27:00,2024-02-16T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-17T13:30:00,2024-02-17T18:00:00,15,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-18T13:58:00,2024-02-18T18:00:00,14,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-19T13:55:00,2024-02-19T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-20T13:40:00,2024-02-20T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-22T13:43:00,2024-02-22T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-23T13:49:00,2024-02-23T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-25T14:27:00,2024-02-25T18:00:00,16,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-25T14:28:00,2024-02-26T10:00:00,4,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-26T13:43:00,2024-02-26T10:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-27T14:30:00,2024-02-27T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-28T13:38:00,2024-02-28T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-02-29T16:10:00,2024-02-29T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-01T14:14:00,2024-03-01T18:00:00,1,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-01T17:57:00,2024-03-02T10:00:00,6,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-02T13:32:00,2024-03-02T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-03T13:43:00,2024-03-03T18:00:00,21,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-04T13:39:00,2024-03-04T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-05T13:28:00,2024-03-05T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-06T13:48:00,2024-03-06T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-07T13:37:00,2024-03-07T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-08T13:22:00,2024-03-08T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-09T13:56:00,2024-03-09T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-09T18:07:00,2024-03-10T10:00:00,13,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-10T13:42:00,2024-03-10T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-11T14:04:00,2024-03-11T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-12T13:53:00,2024-03-12T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-13T13:28:00,2024-03-13T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-14T13:38:00,2024-03-14T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-15T13:44:00,2024-03-15T18:00:00,0,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-16T13:56:00,2024-03-16T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-17T13:14:00,2024-03-17T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-18T13:09:00,2024-03-18T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-19T13:34:00,2024-03-19T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-20T13:36:00,2024-03-20T18:00:00,1,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-21T13:45:00,2024-03-21T18:00:00,0,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-22T13:46:00,2024-03-22T18:00:00,0,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-24T13:17:00,2024-03-24T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-25T14:18:00,2024-03-25T18:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-26T14:18:00,2024-03-26T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-27T13:27:00,2024-03-27T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-28T13:32:00,2024-03-28T18:00:00,9,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-29T14:20:00,2024-03-29T18:00:00,20,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-30T13:03:00,2024-03-30T18:00:00,31,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-03-31T12:30:00,2024-03-31T18:00:00,18,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-01T13:20:00,2024-04-01T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-02T14:08:00,2024-04-02T18:00:00,1,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-03T13:50:00,2024-04-03T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-04T13:46:00,2024-04-04T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-05T13:27:00,2024-04-05T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-06T13:38:00,2024-04-06T18:00:00,6,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-07T12:27:00,2024-04-07T18:00:00,17,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-08T13:57:00,2024-04-08T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-09T12:30:00,2024-04-09T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-09T13:51:00,2024-04-09T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-17T13:10:00,2024-04-17T18:00:00,0,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-18T13:45:00,2024-04-18T18:00:00,1,OTROS
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-19T13:46:00,2024-04-19T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-20T12:31:00,2024-04-20T18:00:00,14,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-21T12:36:00,2024-04-21T18:00:00,11,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-22T13:46:00,2024-04-22T18:00:00,4,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-23T12:29:00,2024-04-23T18:00:00,5,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-24T14:01:00,2024-04-24T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-25T12:46:00,2024-04-25T18:00:00,0,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-26T13:01:00,2024-04-26T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-27T12:57:00,2024-04-27T18:00:00,8,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-28T13:00:00,2024-04-28T18:00:00,20,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-29T13:20:00,2024-04-29T18:00:00,3,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-29T16:54:00,2024-04-30T10:00:00,3,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Area Recreativa,2024-04-30T13:10:00,2024-04-30T18:00:00,2,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Zona Acampada,2024-01-01T18:00:00,2024-01-02T10:00:00,7,TURISMO
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Zona Acampada,2024-01-02T18:00:00,2024-01-03T10:00:00,6,TIENDA
Buenavista del Norte,PEDREGALES LOS,28.34202989949231,-16.856747023276274,Zona Acampada,2024-01-03T18:13:00,2024-01-04T10:00:00,3,TIENDA
